"","V1","V2","V3","V4","V5","V6","V7"
"1",0.92787550370729,0.618089087818958,-0.217389735862338,-0.0830454798537401,2.57798033471106,1.09035767360066,1.21076758471098
"2",0.87900447281824,0.157590625250108,-0.217389735862338,-0.0830454798537401,-0.0412650601175314,0.275840641846244,0.345286525596715
"3",-0.978094700965695,-0.171336848013357,-0.217389735862338,-0.0830454798537401,-0.138274148814887,-1.25736788851501,-0.760605938827073
"4",-0.587126453853288,-1.55283223571991,-0.217389735862338,-0.0830454798537401,0.34677129467189,-1.54484448795775,-1.24142874944611
"5",1.66094096704305,-0.829191794540286,-0.217389735862338,-0.0830454798537401,-0.235283237512242,1.09035767360066,1.21076758471098
"6",-0.831481608298542,-0.500264321276822,-0.217389735862338,-0.0830454798537401,0.831816738158665,2.00070023850266,1.93200180063954
"7",0.488036225705832,-0.0397658587079713,4.56518445310909,-0.0830454798537401,1.12284400425073,0.323753408420034,-0.664441376703265
"8",-0.782610577409491,-0.302907837318743,-0.217389735862338,-0.0830454798537401,-1.10836503578844,-0.634501923055753,-0.231700847146131
"9",1.612069936154,1.99958447552551,-0.217389735862338,-0.0830454798537401,-0.429301414906952,-0.730327456203331,-1.0971819062604
"10",-1.56454707163431,-0.171336848013357,-0.217389735862338,-0.0830454798537401,-0.235283237512242,-1.3052806550888,-0.808688219888976
"11",1.26997271993065,-0.0397658587079713,-0.217389735862338,-0.0830454798537401,-0.914346858393728,0.419578941567612,-0.327865409269938
"12",0.87900447281824,0.88123106642973,-0.217389735862338,-0.0830454798537401,2.28695306861899,-0.394938090186806,0.201039682411004
"13",0.634649318372985,0.0260196359447217,4.56518445310909,-0.0830454798537401,-0.817337769696373,0.51540447471519,-0.904852782012784
"14",-1.95551531874671,-0.960762783845672,-0.217389735862338,-0.0830454798537401,-0.914346858393728,-0.490763623334385,-0.135536285022323
"15",-0.587126453853288,-0.631835310582207,-0.217389735862338,-0.0830454798537401,1.21985309294809,-1.11362958879365,-0.664441376703265
"16",-0.293900268518982,-0.171336848013357,-0.217389735862338,-0.0830454798537401,-0.526310503604307,0.227927875272455,-0.231700847146131
"17",-1.22244985541095,-0.105551353360664,-0.217389735862338,-0.0830454798537401,-0.623319592301662,-1.25736788851501,-0.952935063074688
"18",-0.489384392075186,-0.6976208052349,-0.217389735862338,-0.0830454798537401,0.249762205974534,-0.634501923055753,-0.520194533517554
"19",0.732391380151087,1.07858755038781,-0.217389735862338,-0.0830454798537401,0.831816738158665,-0.10746149074407,0.201039682411004
"20",1.75868302882116,1.21015853969319,-0.217389735862338,-0.0830454798537401,0.831816738158665,1.85696193878129,1.98008408170144
"21",1.3188437508197,1.07858755038781,-0.217389735862338,-0.0830454798537401,-0.429301414906952,1.42574703961719,1.25884986577289
"22",0.634649318372985,1.40751502365127,-0.217389735862338,-0.0830454798537401,0.92882582685602,-0.394938090186806,-0.183618566084227
"23",-1.12470779363285,-0.6976208052349,-0.217389735862338,-0.0830454798537401,-0.0412650601175314,-0.921978522498488,-0.279783128208034
"24",-1.3690629480781,-1.02654827849836,-0.217389735862338,-0.0830454798537401,-0.138274148814887,-0.921978522498488,-0.760605938827073
"25",1.17223065815255,0.68387458247165,-0.217389735862338,-0.0830454798537401,0.443780383369245,0.275840641846244,0.249121963472908
